Date,XLK_Volume,XLF_Volume,XLE_Volume,XLV_Volume,SPY_Volume
2017-07-25,13760600,75786800,30958600,8486000,54915600
2017-07-26,21205200,56086500,42422800,4964100,47575400
2017-07-27,46094400,67826200,31631800,12536800,70766600
2017-07-28,20586200,43735800,29530000,6426100,50088400
2017-07-31,21965600,43039300,27039000,5516800,65838700
2017-08-01,16614400,60987500,25337400,8678800,55050400
2017-08-02,25147800,43341500,30237000,7718500,47211200
2017-08-03,21375600,40816800,30655600,8003600,40856000
2017-08-04,9513800,50792900,18742000,3930100,60191800
2017-08-07,15366000,39486800,22874600,4583300,31995000
2017-08-08,20921400,52736500,20858200,4423300,61719400
2017-08-09,13945600,46567000,20875800,4886500,62632600
2017-08-10,29823800,71130300,30524200,7054700,120479500
2017-08-11,29936200,50477800,31981800,8318600,74869900
2017-08-14,19517000,49472900,22813400,3955800,73291900
2017-08-15,14105200,48535000,25451200,4653800,55242700
2017-08-16,18111800,35084100,33166600,3756900,56715500
2017-08-17,25937800,76613100,29593800,7133400,128490400
2017-08-18,33393000,71725900,37265400,8434600,136748000
2017-08-21,15957200,45047200,20750400,10269000,65469700
2017-08-22,16922400,42644000,30343600,5455500,63140100
2017-08-23,17847400,36612700,23052000,5662500,50203800
2017-08-24,16187800,31067200,20781000,5502800,50741700
2017-08-25,16666200,37177300,16440400,5476500,64445900
2017-08-28,11986600,36486900,19912000,7432800,40565600
2017-08-29,17379600,42814200,17454200,4243500,51135700
2017-08-30,15308000,35176100,17328800,3667900,62030800
2017-08-31,18851600,44225200,20667400,6987200,103803900
2017-09-01,12026200,42132600,23191000,6471600,62007000
2017-09-05,23803400,96579200,36229600,8076900,91398800
2017-09-06,18227400,77593900,34104200,8791000,57916900
2017-09-07,15387600,87667800,17280600,7251000,58034700
2017-09-08,12518400,68639500,20529400,4302600,63832800
2017-09-11,14074600,73305700,27102200,6286200,71364800
2017-09-12,15723400,66350600,18819400,6984800,56896000
2017-09-13,16256600,51049400,31786600,5873800,59228000
2017-09-14,15253400,47163200,29166800,6373800,95446300
2017-09-15,26247600,59250200,26136200,7091300,95432400
2017-09-18,20824000,44010400,25167000,7783100,46235200
2017-09-19,11232200,58443300,21008600,7329200,47108100
2017-09-20,17901600,70595500,36547600,5101800,59574100
2017-09-21,16209200,51050100,17748200,4527900,48211400
2017-09-22,9649600,42306600,29295800,6473300,51214000
2017-09-25,27146200,39774600,29667600,12439300,57064400
2017-09-26,18106600,46811000,21421400,4579400,54082000
2017-09-27,15271000,65919100,21836400,5384700,81001400
2017-09-28,11178400,37718900,23599800,4229000,44778800
2017-09-29,24857400,42740800,28575000,6902700,85578000
2017-10-02,15143800,52774000,24833600,8764900,59023000
2017-10-03,12932000,48062900,14479600,5141700,66810200
2017-10-04,13299200,39283800,20395200,3291100,55953600
2017-10-05,12845400,61260400,20323600,7709600,63522800
2017-10-06,11852800,66077800,23926600,4035900,80646000
2017-10-09,13898400,31340200,11528200,4558800,35803100
2017-10-10,10945800,35822500,15527400,4037700,43057400
2017-10-11,9961800,33748600,20574000,4031600,47674300
2017-10-12,12212800,53834800,20362200,4731600,47065100
2017-10-13,11900000,69561400,17787400,5909600,54800400
2017-10-16,16612800,42000700,15333800,10219700,38221700
2017-10-17,10263400,37844200,16754200,8437800,31561000
2017-10-18,12182600,52201500,15412600,6938700,40888300
2017-10-19,13745200,34671600,15183800,6410400,61903800
2017-10-20,14814800,56083800,19640400,6343800,89176400
2017-10-23,14109800,43555200,17310600,7159600,63915300
2017-10-24,16071600,61259200,19640400,7145500,66935900
2017-10-25,18451800,68653500,27045400,6819100,103715300
2017-10-26,18872800,41832600,18724400,13466900,69798000
2017-10-27,29078400,56694400,32376000,6122000,85562500
2017-10-30,17149400,48157500,23229600,5884000,54285700
2017-10-31,20222600,39890800,19298000,6548600,60304800
2017-11-01,19101400,40921900,34612600,7427800,54202700
2017-11-02,20449200,51098300,22656600,10200300,56449500
2017-11-03,15319400,42387000,22223800,6862700,59589700
2017-11-06,12000400,33642100,38200000,4853200,49652600
2017-11-07,11551200,70325500,26820600,4439800,57502200
2017-11-08,18201000,55844900,28493200,6186200,50469600
2017-11-09,20490800,94577000,25977800,7086400,95085500
2017-11-10,11966400,53209600,21068400,4826300,59984700
2017-11-13,8600600,50579200,14979600,4704000,50228600
2017-11-14,14741600,54101800,33055400,7430100,61315200
2017-11-15,16985000,64952300,35386200,4952300,80811500
2017-11-16,15282200,53648100,25028000,4780500,67777000
2017-11-17,16604200,41938700,18344800,6129800,75756800
2017-11-20,13159800,35232400,15570600,4898500,48075500
2017-11-21,16348000,35972400,16928800,7974500,69176800
2017-11-22,24231600,30959400,18615000,4853100,45033400
2017-11-24,8678200,12172500,9981400,1650600,27856500
2017-11-27,13778200,42346400,21191600,4241400,52274900
2017-11-28,22623200,86507000,24226600,8290400,98971700
2017-11-29,67280400,135340600,27198600,8144600,77512100
2017-11-30,42095000,135241700,44607200,10639600,127894400
2017-12-01,38423600,148119600,42376600,15315400,164390900
2017-12-04,33611000,99820400,27151800,9770300,94040600
2017-12-05,27854200,77706200,21379600,13240800,77994500
2017-12-06,26524200,60299100,24122400,8533000,75898600
2017-12-07,23371000,59625500,17280000,3979200,77218600
2017-12-08,20118000,55001600,21393400,8444100,76563900
2017-12-11,22843200,43278400,22633400,6588600,83077500
2017-12-12,16794000,69517100,23516400,6068600,85195800
2017-12-13,20712200,97335300,18432000,8459800,102905400
2017-12-14,21892000,76970000,23565600,6772100,100666700
2017-12-15,42610400,111826100,20306800,8012200,144610300
2017-12-18,21521600,61275500,19321400,5655400,83653600
2017-12-19,23953600,57366300,13528400,4777100,82382900
2017-12-20,17930400,69680300,24509000,4686700,76751500
2017-12-21,31883800,46123500,33606200,4304200,67032300
2017-12-22,10971000,43020300,21321600,7023600,78720900
2017-12-26,12438200,33710100,17262200,2504100,45244400
2017-12-27,10693200,29421000,21710600,4053300,57751000
2017-12-28,19316000,28129700,15933600,5380600,45116100
2017-12-29,13386400,55169800,14712800,4877200,96007400
2018-01-02,27445600,55436100,29782800,6708900,86655700
2018-01-03,22663600,56906200,38599200,7606500,90070400
2018-01-04,21493200,62247000,28613600,7762500,80636400
2018-01-05,19356000,37989500,28408800,7579300,83524000
2018-01-08,13467800,44252100,19558400,5167300,57319200
2018-01-09,21212800,51418700,18469000,6962900,57254000
2018-01-10,20815600,64670900,21644000,10835800,69574300
2018-01-11,15775600,42361700,36179000,4247800,62361500
2018-01-12,16308600,44537500,39638400,5391700,90816100
2018-01-16,36443600,67563800,33789800,8920000,106555100
2018-01-17,29376200,54312000,28014800,7214600,113258800
2018-01-18,29845800,49247400,23029200,7954800,100728000
2018-01-19,23894400,60727800,25925400,4802400,140920100
2018-01-22,18004200,46868900,34033400,11152500,91322400
2018-01-23,20460200,60862000,20369800,7637600,97084700
2018-01-24,37019000,66371000,25839400,8291100,134816100
2018-01-25,25951800,45423700,23436800,6339300,84587300
2018-01-26,20097200,33871900,15570600,9784400,107743100
2018-01-29,55179800,41037700,25294400,12643800,90118300
2018-01-30,29662400,67316900,45503600,14270600,131796400
2018-01-31,30135800,49504500,31450600,15858400,108364800
2018-02-01,32650000,60824200,36023200,12848700,90102500
2018-02-02,43929400,73086000,62010800,10539200,173174800
2018-02-05,98559600,147871500,69535200,34979800,294681800
2018-02-06,90269400,159006400,65630400,33313400,355026800
2018-02-07,47425200,102699400,49207400,17338000,167376100
2018-02-08,55628600,135270500,55542200,20252500,246449500
2018-02-09,72700400,149504900,70348200,35535700,283565300
2018-02-12,35629600,83571800,49913800,13389200,143736000
2018-02-13,19084000,43365500,24570000,8415200,81223600
2018-02-14,32117600,57379700,39513800,10110800,120735700
2018-02-15,24305000,66976000,32938800,9519100,111200300
2018-02-16,20334200,47508200,27582200,9323000,160420100
2018-02-20,33835200,58236100,35616200,8872100,86369700
2018-02-21,29102400,44578800,25090800,9417400,98883700
2018-02-22,21958800,47602700,30660600,6316100,110511300
2018-02-23,20772400,41187300,31369600,5498500,92766400
2018-02-26,21594400,55124200,24312800,6266100,86491400
2018-02-27,25581200,72752100,26931400,7460700,99099200
2018-02-28,30464000,65254700,35244000,6279000,121907800
2018-03-01,42973600,82467900,45950000,12720300,176855100
2018-03-02,38392200,78991200,29157800,11206000,139083200
2018-03-05,21777800,58952100,25663000,11028800,97307400
2018-03-06,20303800,49746100,31355800,9573300,79213200
2018-03-07,22219600,41530200,24725200,6868200,87063500
2018-03-08,15248000,50803000,16026600,6403000,66901200
2018-03-09,24685000,54595700,22786200,8253100,113625300
2018-03-12,27012400,51784500,18972000,5760200,71924800
2018-03-13,27618800,47049400,21461800,6400700,91968900
2018-03-14,27762800,57278900,22696400,9416400,105895100
2018-03-15,23002800,47451600,24817000,5883100,83433000
2018-03-16,24404600,61278200,28685200,7067700,100343700
2018-03-19,39736800,52145000,29050000,7190200,109208400
2018-03-20,18765600,37146500,22518200,5534400,59757300
2018-03-21,21867000,53291400,32879200,5498700,78709600
2018-03-22,42390200,85160300,36967600,14648500,148785900
2018-03-23,41901600,89289500,38428600,11049000,183534800
2018-03-26,50251600,84145000,31906000,9183500,141956100
2018-03-27,59497200,78827400,27846200,10948400,129941400
2018-03-28,53622000,84244500,36457400,10146800,146452300
2018-03-29,35368200,58290000,27936200,6914900,111601600
2018-04-02,52034200,74363900,37986200,11364900,186286300
2018-04-03,36101400,75160400,28228600,8590700,119956900
2018-04-04,36298400,70327000,24981600,9085800,123715300
2018-04-05,32738200,45378300,27056800,8031300,82652600
2018-04-06,40477800,88521000,37767800,12171800,179521200
2018-04-09,21859400,54633200,21639600,6952600,105442900
2018-04-10,31297800,67801500,43684400,8097800,103529000
2018-04-11,17315600,52480800,42381800,6205800,91140200
2018-04-12,21256000,63289100,28623200,5096900,68890500
2018-04-13,22421600,70103900,26660800,7837000,85079200
2018-04-16,19477400,44633600,28048600,7217200,63405300
2018-04-17,30445600,50750100,32210600,6500900,64682000
2018-04-18,19764400,66795500,34623000,4704500,57303900
2018-04-19,25811600,76142000,36300600,5833600,77655900
2018-04-20,32477000,49800400,27380800,5250500,99953100
2018-04-23,37920600,45689200,29689200,9257300,65558000
2018-04-24,34847600,69592900,45575000,8904800,112885500
2018-04-25,30581600,51819000,26326600,8068800,103840900
2018-04-26,33086800,33456200,24433800,9463300,67731900
2018-04-27,26313000,47185200,21078600,6663300,57053600
2018-04-30,17372200,41731400,25926400,7241000,82182300
2018-05-01,18547800,46372400,27601800,8498000,74203400
2018-05-02,26587400,45430300,26869400,11594300,86368900
2018-05-03,31090800,68947900,30659200,13524100,136311500
2018-05-04,21682600,40575600,27171000,7889500,91222100
2018-05-07,26914800,36873600,35947400,5886700,55304900
2018-05-08,30294800,47718500,57548200,9522300,67499200
2018-05-09,28826600,43817000,49807800,11340200,59666100
2018-05-10,23132600,41445500,27780200,7845500,72063900
2018-05-11,17521200,25894000,24021400,10434000,59871500
2018-05-14,20261800,31292900,20452600,11837600,54790600
2018-05-15,28525200,54655800,20965400,8806800,87036100
2018-05-16,13361000,31984900,23994400,7013600,53942600
2018-05-17,21600200,45070400,32542600,6610400,56536400
2018-05-18,15765800,33266100,28185400,5838900,64368000
2018-05-21,22578400,29647900,23026200,6406500,58025900
2018-05-22,14782000,52841400,33166800,5770200,52966400
2018-05-23,29387600,44968500,33211600,8360500,64694200
2018-05-24,22401400,43245200,38309600,7166500,76043800
2018-05-25,18782800,39312500,64907000,6853300,56374800
2018-05-29,58660800,126469700,38655000,18236800,115908600
2018-05-30,19930400,65843700,46044400,13167700,69678400
2018-05-31,30568000,66686900,26517400,11543500,93519900
2018-06-01,25445800,62934300,28205000,8037800,71258400
2018-06-04,19866000,44196900,27378400,7230800,45385200
2018-06-05,34549600,44996800,27415800,5444400,51135000
2018-06-06,35379000,61960000,26958400,7218900,62732200
2018-06-07,39047200,65166100,30357800,7405600,72969400
2018-06-08,19809600,47713400,22473200,6247100,72139700
2018-06-11,14647000,47319600,21435600,7074400,58892500
2018-06-12,15626800,55517200,31414400,6829200,72329000
2018-06-13,29278000,61095800,25004200,10379200,79070600
2018-06-14,22654800,70635500,20582200,9379800,77097600
2018-06-15,33641200,63387600,32178800,9349300,120041600
2018-06-18,16580400,49824600,26368800,7342600,52917600
2018-06-19,25913400,50214700,25215200,6431700,97531500
2018-06-20,22931200,42833600,23311800,5900800,53785500
2018-06-21,29634200,75190900,30019600,7423400,71061400
2018-06-22,31385800,61389400,56072600,9829800,54898500
2018-06-25,36055400,80746100,36760600,9925100,137854200
2018-06-26,27719000,56387800,27047200,5560100,68547400
2018-06-27,44109200,78099200,41167800,7420500,105110700
2018-06-28,35598000,78544800,28570800,9026900,76650500
2018-06-29,20019200,77149900,26335800,6479300,97592500
2018-07-02,25091200,66202800,30593200,9364700,63554800
2018-07-03,12722800,30717800,18616400,3023100,42187100
2018-07-05,27320000,40668500,19939000,7458600,56925900
2018-07-06,25603800,41285000,18620600,9822500,66493700
2018-07-09,17455200,73447400,22118400,7874400,50550400
2018-07-10,22986200,51260600,22007200,6122900,51966800
2018-07-11,25949800,46023700,38725600,6434500,77054700
2018-07-12,23706600,64876800,25136000,4461600,60124700
2018-07-13,18516800,64146900,22846200,6048700,48216000
2018-07-16,13332000,55812000,22781200,5388500,48201000
2018-07-17,14903200,55502200,19506400,5849300,52315500
2018-07-18,14164000,59109200,30703000,7575700,44593500
2018-07-19,14910000,61765100,32463600,5204000,61412100
2018-07-20,14439600,51562300,21722400,4822600,82337700
2018-07-23,25151000,81516200,15247600,3824600,47047600
2018-07-24,21557200,63133700,20337000,6467100,68026900
2018-07-25,30466200,44197200,22070600,9285900,78882900
2018-07-26,25094400,40056800,24374800,5763000,57919500
2018-07-27,63550200,63149400,25281800,5742900,76768700
2018-07-30,35695400,56474100,22790000,5531200,63742500
2018-07-31,29954000,84500100,22581000,6719100,68570500
2018-08-01,29322800,64046900,22345000,5733000,53853300
2018-08-02,26209800,38330700,19379400,5666200,63426400
2018-08-03,14491400,34894300,15326600,5884800,53935400
2018-08-06,15000400,38230100,16400200,4751100,39400900
2018-08-07,20545400,44608600,23596600,5170300,43196600
2018-08-08,14197200,47522000,18797600,5020400,42114600
2018-08-09,23446200,29357800,30465000,5680300,35717000
2018-08-10,23138400,83301400,33955400,5389500,77076000
2018-08-13,24128800,74413500,19634000,6563900,65732900
2018-08-14,18359000,43659000,20875800,5497700,43842000
2018-08-15,35584400,55681100,52800800,6840600,102925400
2018-08-16,18208800,49534200,50026600,6916700,69967900
2018-08-17,18048200,43193100,23065400,5455300,65618500
2018-08-20,21239600,30053700,16691400,8144900,39807500
2018-08-21,16004600,47940000,19018200,6395900,67272000
2018-08-22,12742400,27323300,18690800,3954300,44993300
2018-08-23,18735000,31767800,12937800,6058300,49204900
2018-08-24,13115200,22064500,15506600,4028900,57487400
2018-08-27,16415000,52254500,13969800,4671300,57072400
2018-08-28,14770400,28896800,16787000,4954100,46943500
2018-08-29,22364600,34015300,15520800,5338500,61485500
2018-08-30,21040600,43264100,18500400,5266100,61229500
2018-08-31,20537800,34107800,17819200,5808100,66140800
2018-09-04,22147600,43145600,30189400,6875500,57594400
2018-09-05,32853200,32727700,19196200,10218900,72452400
2018-09-06,27957600,38328900,28812800,5940300,65909900
2018-09-07,28462000,43644300,20268800,5591100,73524800
2018-09-10,33309000,29927200,17823400,4234000,50210900
2018-09-11,27189800,32065200,28563200,5683900,50530500
2018-09-12,32536400,47963400,25378800,11056600,59810800
2018-09-13,25454800,44977100,22074800,10603800,51034200
2018-09-14,18878400,34151000,18988600,5929000,55079900
2018-09-17,29584200,26907900,29457800,5543000,68244000
2018-09-18,19302000,36405600,20447000,5422900,61930400
2018-09-19,20870600,75551800,21823000,4186600,49080600
2018-09-20,27401800,78555500,25024800,5083000,100360600
2018-09-21,46041000,64710000,27420200,8579100,105479700
2018-09-24,34513600,47985100,25569000,5392600,53409600
2018-09-25,21101000,32964400,26055200,5215900,44370000
2018-09-26,26641200,60288100,25457200,10880500,79739700
2018-09-27,28466400,57492200,21344200,7168800,59249500
2018-09-28,23421200,66454900,29666200,5995800,70091400
2018-10-01,20668200,49855000,25425200,7307100,62078900
2018-10-02,28014000,47629500,18936800,5572700,47258200
2018-10-03,26584800,79591400,26489600,6367500,64694600
2018-10-04,46584800,94700800,30385400,10976400,111545900
2018-10-05,44577000,58148700,23966400,12291000,105951700
2018-10-08,39946000,56594900,23157200,11924000,87742200
2018-10-09,30277800,47963500,33633400,7463900,74339000
2018-10-10,88286000,101604400,52810600,22549300,214731000
2018-10-11,136539000,178628200,71184200,46581800,274840500
2018-10-12,71818800,137933000,47158000,20797300,183186500
2018-10-15,38305000,82196400,23180800,13909700,102263700
2018-10-16,41998600,75137300,29142200,13505900,118255800
2018-10-17,48329800,79472100,31608400,14232300,110626000
2018-10-18,45920600,81706000,33173400,14455600,134557500
2018-10-19,44283400,73614300,27136200,11318600,139901600
2018-10-22,31962000,58645800,24589000,8288300,82415800
2018-10-23,48132200,93698200,52955400,15424500,146352700
2018-10-24,68330800,98050700,56200400,17431900,177806700
2018-10-25,46754400,72439400,50666600,15725100,138061500
2018-10-26,85487200,115308900,51159800,25507900,201574600
2018-10-29,68110600,97946100,48919600,14024300,160749100
2018-10-30,61121600,82719100,52794800,15432000,157116000
2018-10-31,42288200,93781100,34575600,13460700,128296300
2018-11-01,31106200,62346600,42951600,9668500,99495000
2018-11-02,40426200,73034200,42425000,12953000,122634100
2018-11-05,28416400,58705800,26463200,7783500,65622500
2018-11-06,18267600,51010900,26144200,7980500,60085900
2018-11-07,32629600,59990800,33325800,13310600,102752100
2018-11-08,20819400,46730100,30289800,7345600,65584900
2018-11-09,25883600,47051200,45835600,8486500,98812600
2018-11-12,32862200,47135500,36083200,8423200,99673600
2018-11-13,31407000,69820600,65463800,14227000,98176600
2018-11-14,38993400,104274200,45084200,11664000,125335900
2018-11-15,52602200,93998000,40613600,15563900,135101400
2018-11-16,35945800,80518300,39511000,11323200,126668000
2018-11-19,38397200,65491300,31167600,8821000,103061700
2018-11-20,56129600,103778300,52648800,11604300,136021300
2018-11-21,33006600,48618000,34661800,9345100,75563700
2018-11-23,10676200,24252300,28843600,3939500,42807900
2018-11-26,25069200,50168800,33365400,7141200,79981400
2018-11-27,23076400,47174300,44528600,9262000,75502400
2018-11-28,33219200,61375300,42296400,11870400,127629600
2018-11-29,28230800,43664100,28828400,8796000,82346400
2018-11-30,33019600,45435200,36258000,15875900,98204200
2018-12-03,32463400,65332700,43990800,12158200,103176300
2018-12-04,41982200,110918600,36592600,15011300,177986000
2018-12-06,43155800,134687100,70712200,18492900,204185400
2018-12-07,39875000,86740000,54891400,14930800,161018900
2018-12-10,40895600,101121800,46765600,15372000,151445900
2018-12-11,31626200,92308200,34483200,13632300,121504400
2018-12-12,33857600,86748900,38534800,12581000,97976700
2018-12-13,25638600,67232900,30598000,11567100,96662700
2018-12-14,31032400,66817000,45787200,19422700,116961100
2018-12-17,46527000,101180400,41464600,22089500,165492300
2018-12-18,39253200,90844000,53234000,24712500,134515100
2018-12-19,67212200,129331700,91097800,23075600,214992800
2018-12-20,79003600,107016900,77008800,25321600,252053400
2018-12-21,83227400,118502300,74787400,28909200,255345600
2018-12-24,42234000,71752700,31211800,14235500,147311600
2018-12-26,58120200,108133500,58194000,20575100,218485400
2018-12-27,46877600,98005000,48754600,14045700,186267300
2018-12-28,39685800,76348400,38874800,15770600,153100200
2018-12-31,33720200,56435400,37410400,10163100,144299400
2019-01-02,30885800,62945000,49785200,14179900,126925200
2019-01-03,49893400,65729700,36048200,17668000,144140700
2019-01-04,41535600,64638400,42703000,16262600,142628800
2019-01-07,23817200,48167000,36113400,12387200,103139100
2019-01-08,26005200,90114700,37384600,13371000,102512600
2019-01-09,28044800,61037100,37513600,11259700,95006600
2019-01-10,21868200,48630500,38335200,10396800,96823900
2019-01-11,15451200,44961600,28211800,7187900,73858100
2019-01-14,14483800,50610600,26383400,5449000,70908200
2019-01-15,28654000,59156500,19642400,10540600,85208300
2019-01-16,18937000,72982400,25082200,8288900,77636700
2019-01-17,20256800,55771300,20349600,8731600,96118400
2019-01-18,27303200,58400200,29063600,13367500,127900300
2019-01-22,29985000,79651700,39726400,12244500,115531200
2019-01-23,19152200,44072000,46735400,7722800,86030300
2019-01-24,28341800,25496900,26098400,11307000,59204100
2019-01-25,20061600,63140000,20467200,7241900,96883400
2019-01-28,19324800,66894900,24044800,7113800,85613700
2019-01-29,17147800,29442100,23768200,11099200,66136300
2019-01-30,33990600,62076800,24233000,11706500,92473700
2019-01-31,36501800,64021500,35688400,13409900,104012100
2019-02-01,19475600,42920300,29544800,9386500,85782500
2019-02-04,15208600,30362500,20215800,9308600,60744800
2019-02-05,24121400,39094900,15705400,8921400,79552800
2019-02-06,20379200,51542800,13607600,6135900,58347800
2019-02-07,29264000,80395700,29200200,9511700,95482000
2019-02-08,16977600,54911100,21268800,7284200,75788900
2019-02-11,14869400,53115700,24994800,5017400,68021400
2019-02-12,19418200,37671300,21354600,9093200,72270200
2019-02-13,18241800,42969600,26123400,6435600,65277200
2019-02-14,19484000,47630100,20426400,6938600,83234400
2019-02-15,14712000,46880800,20367600,8234200,97088700
2019-02-19,16638200,23868300,17443200,6284100,59120800
2019-02-20,19704200,27509100,19871400,6959900,76610800
2019-02-21,19508200,46619900,23732200,8368500,64214700
2019-02-22,24493200,26343700,19896600,6488100,78114600
2019-02-25,40341000,33835900,31808800,7652600,69030700
2019-02-26,28268000,35659700,21101400,7288000,56844100
2019-02-27,19555000,42542400,20588000,9827600,56921600
2019-02-28,18876600,39835900,22498800,9464100,69268300
2019-03-01,24668000,82657300,40655800,10795200,78880500
2019-03-04,31653000,76611900,39560000,15208400,106494600
2019-03-05,17907600,39868100,31615000,13591700,59114600
2019-03-06,26244200,43158900,45381000,11662400,75039800
2019-03-07,36996600,62622100,46892400,14430700,94885100
2019-03-08,25781400,55826400,31243000,11531200,85795800
2019-03-11,29153800,63343500,26424200,9694300,65098900
2019-03-12,36101200,32521100,22026200,8981600,79667500
2019-03-13,35667200,42817500,26413600,10098300,80639200
2019-03-14,21313200,37665700,24640800,9283800,67518400
2019-03-15,42049000,70020400,24854800,10219400,81309000
2019-03-18,29675200,43980700,20135800,7183500,62199800
2019-03-19,32306200,45029300,25052000,11308700,90268100
2019-03-20,27408600,65860300,27325800,11123700,84609200
2019-03-21,54548200,104914100,35755800,7398200,79550400
2019-03-22,53494800,121855900,39949600,12162600,122659300
2019-03-25,43893800,72835600,24692600,9893300,85575200
2019-03-26,27930200,51171500,23033000,8107200,68125900
2019-03-27,31662400,73148100,19165200,10817400,72224700
2019-03-28,21079400,52089300,18298400,6726800,56238500
2019-03-29,28694400,50234400,20075200,10120900,82186800
2019-04-01,25181000,62485300,24823400,9082000,77617900
2019-04-02,23574200,41002400,22304800,7002200,40070400
2019-04-03,27738000,52030900,23979600,7398700,68243200
2019-04-04,23006200,54378900,21008600,9212400,48997500
2019-04-05,13419600,37088800,34538400,6262000,58621700
2019-04-08,14619800,34998000,21204200,5961200,53566300
2019-04-09,26880200,65954800,29083800,7207600,66142300
2019-04-10,17234800,48232700,18751200,5433400,52601500
2019-04-11,15394600,62205000,21828400,8534200,55093100
2019-04-12,17110000,84627600,30853600,11659000,69727800
2019-04-15,19821400,40030400,16601400,7921900,49596700
2019-04-16,19218600,56093400,16260400,14857100,52153200
2019-04-17,24495800,58834000,21869200,34381800,58268300
2019-04-18,22983800,52495700,19519000,35300900,68708500
2019-04-22,16168800,39324100,28329400,18717700,40160100
2019-04-23,33385600,54250300,20424400,30503400,52246600
2019-04-24,21876600,39505200,22038200,14612800,50392900
2019-04-25,22775200,44532300,24121800,16166400,57770900
2019-04-26,22100400,41527900,33676800,11321700,50916400
2019-04-29,21226400,61643200,25949000,13264400,57197700
2019-04-30,37685800,38800300,28654000,11750900,81111700
2019-05-01,30893600,67969500,44311400,25596400,71671900
2019-05-02,49977600,50972900,56066000,18927500,65030200
2019-05-03,26576600,34598900,39249000,13624000,56543700
2019-05-06,26045000,42517000,40689400,25168300,107198100
2019-05-07,41251200,60090800,30129000,18011600,144729900
2019-05-08,27334600,44254200,19647400,13783300,91568300
2019-05-09,38601800,56468300,28819000,15692300,103471100
2019-05-10,39192400,63453600,26150000,17771800,112429300
2019-05-13,50922400,54962500,28139600,17436000,127290500
2019-05-14,36808600,52398400,18484000,13147000,77003200
2019-05-15,30097200,49061700,20184600,10587700,73956400
2019-05-16,30889400,44872600,18753000,15124000,76749600
2019-05-17,27087800,62711500,21111400,13354100,100353000
2019-05-20,29349200,44357300,16372200,10757400,62877600
2019-05-21,29682200,36851400,36761000,11690600,46847100
2019-05-22,23042200,25867600,19274000,9021800,49482500
2019-05-23,32171400,51832900,47927200,13545300,98733800
2019-05-24,23500000,30582000,20306800,9986400,55268100
2019-05-28,51545600,35177700,25861200,20796000,70029400
2019-05-29,29509600,39700600,33903200,16302700,104972900
2019-05-30,22841000,40641200,30347800,12457600,62523800
2019-05-31,24079600,49259200,43797000,10712900,86862800
2019-06-03,39407400,63329300,36049400,19371000,96428000
2019-06-04,30192400,45454400,29486800,15837200,77231900
2019-06-05,28791600,46599700,31763800,24291700,71169700
2019-06-06,23845000,37297600,64787800,18840900,69430400
2019-06-07,23984200,33054800,31548200,9302700,74272200
2019-06-10,26927600,37081400,19675600,8552800,60799100
2019-06-11,23100200,34273400,19045200,8317900,58641300
2019-06-12,15193800,36866000,27633000,5799200,47096300
2019-06-13,19734800,31020000,24383000,9031800,48945200
2019-06-14,16883400,29724100,15832600,5056300,52324700
2019-06-17,18702200,40981600,17590400,4861500,39205700
2019-06-18,32362400,46237400,34444200,7979600,85434800
2019-06-19,24742400,58118500,17655400,6988100,78674400
2019-06-20,27783800,50583800,51908000,9241200,116570000
2019-06-21,41430400,65322300,32712600,9026100,83309500
2019-06-24,16431800,48377800,20793200,6493600,47582700
2019-06-25,26245400,47748500,23774600,14930600,82028700
2019-06-26,18138400,31448000,28653600,10498400,51584900
2019-06-27,13675000,59459800,21217400,7416200,40355200
2019-06-28,35566800,76728100,34739200,9390600,59350900
2019-07-01,28553200,48971100,29772600,7797200,78705600
2019-07-02,15568400,56626800,24190800,7952500,61504500
2019-07-03,10683600,23706800,13974600,4066000,40898900
2019-07-05,11847800,40683100,14726400,5934300,51677300
2019-07-08,14919800,26286700,17256400,15202000,45841800
2019-07-09,18499600,25895800,14976200,5537300,41101300
2019-07-10,20217200,36566700,23534800,5347300,58448500
2019-07-11,22704400,40907500,25362600,13691700,50826100
2019-07-12,15506800,31109900,16162800,11508200,40326000
2019-07-15,12572000,28346100,19077800,5811100,33900000
2019-07-16,16011400,47287700,21174200,9092300,36650100
2019-07-17,13416000,35062600,27329400,9566700,36036300
2019-07-18,16044000,46369800,25509000,6559500,51392600
2019-07-19,23359400,29338500,19930600,8105900,58678600
2019-07-22,13849400,26683300,15686200,5192500,43638100
2019-07-23,11010800,45307600,14537600,6688600,44564500
2019-07-24,18514200,36374200,19815400,5430400,47213200
2019-07-25,19846800,34180400,20140800,6618700,55394100
2019-07-26,22240400,33642800,19307600,3812400,45084100
2019-07-29,16946400,35955100,16569800,5887500,38126500
2019-07-30,14728000,30726100,21602600,7959200,45849000
2019-07-31,33738600,64485400,30556000,8557400,104245200
2019-08-01,57666000,107976300,50380400,16422500,142646600
2019-08-02,44743800,66036400,43399800,15956600,116749700
2019-08-05,55653200,85527900,55153800,17626200,178745400
2019-08-06,38301600,53445000,33995000,10135900,120711700
2019-08-07,41164800,82354600,49604400,12452500,140572300
2019-08-08,31983200,66653200,46535600,12034800,87713900
2019-08-09,31145200,53782700,29186400,7253100,93730000
2019-08-12,21786800,56837600,43838000,7097100,65527600
